"id","pubkey","created_at","content"
"ec4972e889ec3c74e9b3771985104c3381594631e23fb72697385f44d6710867","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1737082842","""hitchmap.com Dalby: We met 2 girls hitchhiking here already, that were standing with a Berlin sign and asking for over an hour. They were saying the people were not really polite and mostly ignorant.\r\n\r\nTo give them space, we moved to the shell station a bit south with a sign and stood next to the road in the dark. Luckily a car stopped rather quickly to Berlin."""
"de53561615a56dab9defb2a4a7f2928a3a33743947b59cd2768d1fa9bd4c4fe4","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1737082834","""hitchmap.com Dalby: Not so many cars, but enough to get a lift north. We were asking drivers just for a quick lift to the OMV station a bit north, but we got lucky and got a pleasant ride to Berlin."""
"0b3d743c38bc2dd286ab054c4ba08873e2549a41a115cb36729781f98ba01554","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1737082826","""hitchmap.com Dalby: So we thought it would be a good idea to get dropped off here. (Our driver was going from Brno towards Liberec, and we wanted to go north to Ústí and Dresden.)\r\n\r\nThere was a petrol station and a KFC, but the traffic was 90% local or more towards Hradec. After an hour of asking around a former hitchhiker kindly drove us to a better station a bit north."""
"5ddb3ee193c402096976336f04c20365cb471175c5031064206eff142fb03b7d","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1737082818","""hitchmap.com Dalby: Actually it turns out, that the newly built highway rest area \""Pohranice\"" right before Nitra is much more popular now.\r\n\r\nSo if you are going towards Bratislava, and your driver goes just to Nitra, it is better to get out not here but on \""Slovaft Pohranice\"" rest area."""
"e5915910f37cfed887be86fc232cf062c80b67c43a56ce37a717d9bd24210c5a","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1737082810","""hitchmap.com CarlitosPL: Got dropped here from Hornsby. Right after getting dropped a car pulled up and got me near the Wyongs Servo which is much better hitching spot."""
"28ef15fa51fdc4205ef8ff11604bdc77c64a7304b1747a554561893243c4ede8","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1737082802","""hitchmap.com CarlitosPL: Good spot to get out of Sydney heading North. """
"4ab77ee9ebf165214713041dd62ff766ce7f9dba07b8e58acd46b009cfc3a5ab","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1736996402","""hitchmap.com : bad.\r\ntraffic is to fast, walked to the ramp."""
"c2164c5af1cf60ade43b1210a387d1304639acd16cb7cb9b50ee548804a779f0","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1736910051","""hitchmap.com : My car broke down on my way to work, was walking and stuck out my thumb - I think the local was just as surprised as me that they stopped! \r\nNot much traffic, and people probably won't stop. But hey, they did for me.\r\n2020"""
"f76406a7c9cb0c617164bfdf4aae93a39f49de9ecf447740d439d619f9bd2e09","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1736910043","""hitchmap.com : I didn't end up getting a lift here, gave up and got the train. It's probably an okay place to hitchhike from, but it was loud and drivers didn't look particularly pleased to see me hitch hiking.... I am fairly new to hitchhiking, but this is the first time I felt unsafe/unwelcome.\r\nAutumn, 2024"""
"4549640a168e36fb210e65084db091f9c9aa3d3a6f3e7b73f0c6756eb5f8c946","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1736910034","""hitchmap.com : Asked the petrol station if they minded if I hitch hiked out the front. One of them offered me a lift if I waited until they finished work! Otherwise I think it would have been a bit more tricky.\r\nSummer 2024"""
"dd04d4b75c833e1f325bbff96d98c8979d2170d6b11c784bd2808b89a85b7647","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1736910026","""hitchmap.com : We tried hitch hiking while we waited for the bus. It was a 50/50 success rate for the whole island. Sometimes there just wasn't enough traffic to get a lift (and then we'd get the bus). Sometimes we'd get lucky (got a lift from the local policeman once! Lovely fellow).\r\nAutumn, 2024"""
"8483fd4e228b01e8ed123abea94e531fee93480e903e2904079d5839a239fd4e","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1736910018","""hitchmap.com : Friend and I (women) hitched from here 2023 Autumn. It was getting dark and we still got a lift! The whole island was pretty good for hitchhiking (although there weren't many cars).\r\nThe bus system is pretty good too, as a back up ;) """
"eb83338a46bb0fa30722b32cc490c47f71dcaa7c1e62c4e1ffe6f511b6bb7f25","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1736910010","""hitchmap.com : None"""
"5ff5390227544d349b808b89a31d17ffa609eab5a747ee7637ad9927297e8659","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1736910002","""hitchmap.com : There is a stop Light, where cars nee to stop, so you can throw your thumb out and walk along the cars to wait for a positive reaction. Just by the stoplight is also a big paper bin, where you can take some cardboard from to make a sign. I Made one direction León, (Bilbao, Vitoria-Gasteiz, Burgos). After around 10 Stoplight phases a guy took me to Arrasate/Mondragon near Vitoria."""
"ba2bec4ff92823aea6092b8bd995b18b498d37874a704cd49522e8f536e15ec3","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1736823610","""hitchmap.com Jakub: We were in 2, hitchiking, but nobody stopped for two hours, but after that we were lucky :) but spot is very good, because its abandoned bus stop, so you have also bench there if you would like place your luggage there"""
"945899038f2a5bedd88149da962ce1e7236ec79611165f71675c3daa97eda2cc","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1736823602","""hitchmap.com roudou: it's my new favourite spot to go from leipzig to berlin. you can go there by bus and walk a little. not super busy but more rewarding than thumbing at dölzig a little more north"""
"ecebe762053ef9c62ce4e2ae7910a32ff7040828f84c201b33dd34ce98dfbf41","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1736737282","""hitchmap.com johnni: shiit spot, after what feels like hours and still all trafick past by we, two lads, decide to took boat to siofok instead"""
"ba357adfff643745bcad83c7c18552ca74f5d1db66a3c4d34f2ef0a37191db11","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1736737274","""hitchmap.com johnni: nice old man have stop us, two smelly hikermans, and took us with his old rusty Gazelle van to Dilijan."""
"12198c17b151d65d4bb94be05c4c3dbb0b0acf6021b8b5dcffca49693247aa69","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1736737266","""hitchmap.com CarlitosPL: Canberra is quite tricky to hitch from since right beside the road you have cyclist path (on which cars cannot stop) and wooden poles that block the potential pull up spots. I hitched from this bus bay next to the tram stop to Sydney. """
"9bc0ba79d62f0e558f6200f7e7f80ce33b868d1327f453658aa904e6525b5ae9","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1736737258","""hitchmap.com Dalby: New big highway rest area."""
"60275396ea74f9d67f8d3715f8f3df619576ac08fe428cbcd67ce5f0dd964df9","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1736737250","""hitchmap.com Dalby: Big highway rest area.\r\n\r\nGood transit spot, you can get to Bratislava, Nitra, even south to Nove Zamky"""
"da9aa8cf0a6bf62d9cedc425c55d3aa7f57a1668504d97cc173ded446bf5024a","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1736737242","""hitchmap.com Dalby: I decided to get dropped off here by a driver going to Zvolen, on my way from Lucenec. Not so many cars stopping here, but I got lucky and got a ride to Bratislava."""
"9f14b8a08eba787a9ab6194c6a336439b8cb1eb7c60e7b7af135bf118bdfe306","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1736737234","""hitchmap.com Dalby: Good, visible spot towards Lucenec and Zvolen. Not on the Shell gas station, but next to it there is a big curb, great spot for cars to spot."""
"ef3f4305df26a768286e51de7a2ce7e89c1613d6e4714b2aa2d9fcdcde4df50f","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1736737226","""hitchmap.com : Don't stand here, go to the bus station couple of meters north. From there I hitchhiked several times to Kremnica, always very short waiting times"""
"76c2c2832ed3cacdb72ad19ee4fdd86fcb5600948aa6d8aa82c4c6fadca94135","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1736737218","""hitchmap.com : Slovnaft gas station - Only for rides south to Žiar nad Hronom and further, since the gas station is not accessible on the way north."""
"512eca419798d86b556931bf5209be28b833ac32221b74859e550e04dfbdff98","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1736737210","""hitchmap.com : good spot, many truckers are making stops here, even at night i was hitchhiking in winter and got a ride with a trucker from Turkey """
"ef7b6241b9bfbc10ac4b77b8fe66134af5dc0545c323c271dce7700d1e618145","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1736737202","""hitchmap.com : The police said right before the Maut it is forbidden, but just by the roundabout I got taken really quick to the border to spain!"""
"a38fbf1ab7f5e19a298ecf2a95a32408cb08413512b9e6a761fcd2e527784c7c","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1736650866","""hitchmap.com Luthero: got a ride immediately and it was first driver who have met me on a road, so i’m impressed, really strong community down there"""
"a72df241317de3c4fb5c54191a17792560162f0081b43cef8b8a31719a44444a","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1736650858","""hitchmap.com Luthero: Surprised this spot wasn’t here, because it’s kinda obvious, so it took me about 40 minutes which is fine for rich area like this, you are in a good visibility for drivers and it goes uphill so they slow down. """
"e9a31a1c308167d3119a89e9b28db74d6806d00fdbc9b5a06b9f0b7be9a5739d","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1736650850","""hitchmap.com NEIN: wandering along road. very quickly got a lift to odda with kind english speaking tourists."""
"3f3ee7660d6d22f829376c91de78e19c218c58f75976968650029a9266c94981","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1736650842","""hitchmap.com NEIN: If you want to go schkoder/montenegro, DO NOT USE THIS ROAD!!!\r\n\r\nalthough it looks more direct, it is a tinyass single track mountain route with basically zero cars, all going super slow. itll take a whole day to get there. stick to the main road (e.g. a car to tirana). get out at the main road junction near lac (there is a good spot) and hitch north from there. \r\n\r\nI got out here, hitched part way along, and then realised my mistake and hitched back, losing 5 hours. the first cars here did stop so it is friendly hitching, but its super slow, nobody will go direct to schkoder here."""
"c0e2371cb0705882d892c93ae553bf50842e2ca1185efcf4a1e2857f2dac7b6d","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1736650834","""hitchmap.com Dalby: Stood here at the exit of the Slovnaft gas station. Cars go a bit fast, but there is a good place to stop. Got to rimavska sobota. This is a better spot to go west in roznava, better than the shell gas station northeast."""
"259b63ca41f70fbe4cf306b4ff576e8002bb66568eefa2f27e74daaa8812917d","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1736650826","""hitchmap.com Dalby: I chose this spot to go west (Zvolen, Bratislava) from Košice and it seemed the best to me. I took a bus 52 from the city and here I waited barely 5 min on Saturday lunch. Got to Rožňava."""
"7bb142e303742289affc395a045b4852d5d5144bbfbac8f1d0c17ed411fc8497","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1736650818","""hitchmap.com Eefje: Took me (woman alone) extremely long to find a ride. I walked around the gasstation and stood at different places on the (cross)road. Also had a scary experience with a guy that had purposely stopped on the onramp so I had to decide quickly. Luckily I said no and 30 min later I was taken by a really nice Israeli woman. Maybe part of it being so hard was due to the fact that gas prices were not good there and there weren't many people at the gas station."""
"8cd52092b54e36a80ced9eb53de8b7c1e5a19838ecc44b009db8d6b66014725b","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1736650810","""hitchmap.com : Driver and wife were very nice. Demanded more money than I offered """
"cc3fcf396c8d79cce77e1c0fce9cba1f978985b1b621b499c8716571c8ce7b56","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1736650802","""hitchmap.com : None"""
"a4605675cdeaa43c9a44656fce87fa968ea93a58f29f7422bb4746fb5f9024b3","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1736564403","""hitchmap.com adameks1: Best place."""
"424a08e227541deee7380f700ba8a23a6af87a834b047f2533370144de7efde2","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1736478027","""hitchmap.com : I drive here every day ant took over 8 different (sometimes groups) of hitchhikers with me. Its a good spot and nearly everyone drives a longer distance in this direction """
"3f2c4d990008626cd688cdbef200b431b9981c043ac5305d27b4c4588829a986","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1736478019","""hitchmap.com Mountain: Amazing spot and really picturesque """
"d06f00fc1987b8e46ba2b47d245abeecd67a6a4c991dcbac08504cf91e6b194a","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1736478011","""hitchmap.com Falc: Typical motorway servo/rest area. Good for going south"""
"6745da00807da2a53b962fa404605e3cae2a92f01db54e54a4a7525763d4d9a3","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1736478003","""hitchmap.com Falc: Ask people stopped at the traffic lights. We got a ride heading south in 30 seconds from the 3rd car stopped at the lights"""
"70385c623dc70f290c6cbd94d3a55358ba71b5ebde17ec10f4db479f51a81f58","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1736391658","""hitchmap.com Luthero: almost dead. so many people just shim me the fuck gesture and that’s it. better to take a bus (i’m a white young fella)"""
"938df1f399243ed504fbf304bdf2c90a7eda9bc8ec32c8b7c2c6552001aba955","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1736391650","""hitchmap.com Luthero: barely alive. lots of businesses who cannot pick you up, but if you find someone, people usually kind and ready to share"""
"4952b1c87f828e4b4b31b0d9d66eed20b673d76132c9762adf533d181cee3b1f","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1736391642","""hitchmap.com : Works fine for getting on the road quickly."""
"6701ca378c1b516e371e43a0a8d217c7867a97942e3ee4e4fb10bcf8e3b23ba5","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1736391634","""hitchmap.com solesia: None"""
"8a1be020e373c0789751d91b7c2fb2450f2a21355090c4f33380d12334dd02d4","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1736391626","""hitchmap.com user: Dont get stuck in Wittenberg\r\nGot lucky morning lift ~6-7kl"""
"84b977d32072a6cccb37455d4ab3e115b067d3140a3ccd7ea66a6404b782eaa5","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1736391618","""hitchmap.com user: None"""
"7c3248b0ad5b407b1cd0cda59824c3885197142e2b514b85d0450e1cadefd7d7","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1736391610","""hitchmap.com Wallpaper: I just want to comment that these spot reviews were for the gas station south of these coordinates, 35.2396, -111.6717 ☍\r\n\r\nI hitched to the Grand Canyon there a dozen or so times with success. Wait times varied based on time of day, time of year, and number of people."""
"72b33913c13f4a2241a6d2631e29e468c55644747895545effb77e7de9150830","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1736391602","""hitchmap.com Luthero: got a ride less in 5 minutes! have not went far, but still really good!! """
"a353206393dd953e0aeac4b5287f92e6953693149ac46e028a1afe0202295e2f","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1736305314","""hitchmap.com Luthero: awesome spot. was heading south, but when I came to big sur, workers told me road is closed. fuck. had to come back, but spot is awesome"""
"48dfccef14e519833f17df1aee793a259f8e09c35d34753c93fe561dc65c0597","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1736305306","""hitchmap.com : enough space to pull over just before the bridge and after police control (so cars need to slow down)"""
"e96cc9c58dc87509f16bf76447fb9e1b30cd917e01ddc3ab8b7be086802cd5dc","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1736305298","""hitchmap.com :  Quite a good spot just before the gas station, catch local and transit traffic direction Stara Zagora or Burgas, easy to get direct ride to Stara Zagora"""
"d56c758aee71a7229b8399620de9e4a7d82f90e6a84486572d821f38b978fa95","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1736305290","""hitchmap.com Happy: quite some traffic but somewhat hard to get a lift. still a good option when moving from Sofia to the east."""
"8051de48fc3eeec086849a3863567d150d2acfa1a0c52927413288d05f0d8acb","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1736305282","""hitchmap.com : Most cars go to the next villages Kran and Shipka. You can get off at Shipka and continue towards Gabrovo or wait for a ride crossing he mountains to the north """
"5aa179f174dc8fd287f19a1c3e1f43c3ff815156ddad2aa50c3c3480610ea2cc","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1736305274","""hitchmap.com tawax: Very good spot to go direction Nîmes, Marseille, Lyon. I only waited 2 minutes."""
"6df6293cf4d1e6b1716e5a0d0f2222b843d59f977b8c9f8d192032ffea4f1cd4","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1736305266","""hitchmap.com tawax: good spot to get to the South (all directions south). I think it is the best to ask people when they exit the building. Good luck!"""
"492e13af8e4507a2e64eb0639b9206cccf140da1d16ab6ac19bdcf9b27ee91b9","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1736305258","""hitchmap.com tawax: I stayed at the ticket machine and get no troubes, even if staff in yellow jacket was there. Perfect spot to go north and south!"""
"d2fc008eccceed7386d2f16053e2591f4457482f32d7bb9e5c6ebba44bf87be5","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1736305250","""hitchmap.com : I was there on a monday afternoon and was surprised by the little amount of traffic on this gas station. So there were some cars coming but not so many.\r\nIndeed most people go to bremen or stay in the city. I was asking for Hannover and after a while i started asking also for lüneburg in a desperate attempt to get south. After an hour i got a lift to Uelzen."""
"5d5952a924382424252bb2549945b0bfa21cb569e7436fde08227a9e35e89312","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1736305242","""hitchmap.com : The spot is ok but not perfect. maybe it is even better to stay in greifswald on the street but not sure about that. On the onramp itself 8direction Rostock) there is not really space so you need to stand few meters before. Drivers can see you well but cars are quite fast here."""
"5bd368c266229979ff952a0a65d41a76918d9a4dfb4ae483b47a3db63bc8c8c8","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1736305234","""hitchmap.com : I stood directly on the street with my thumb and in about 10 minutes somebody took me to the highway entry."""
"4892a164217f61f1b9ba1e85e9d570740f096a711caba9445c3ad4e070d93474","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1736305226","""hitchmap.com Troublemaker: the only Gas station directly on the highway between Rostock and Greifswald.\r\nIt serves both directions but there were more people for direction east. I was ther on a work day noon in winter. There was not super much trafic but some cars would still come. Most people were going to Poland or Stralsund. One person would be driving towards schwerin, one person to magdeburg. Few people were going to Rostock and on a ferry to Denmark. Only few people were going west. It took me 4 hours until a person agreed to take me to Lübeck.\r\nSo all in all I´d recomend if you wanna go Stralsund or Poland. If you wanna go further west I'd recomend to get out on one of the parking areas on the highway or to hitch somewhere from rostock. this place sucks."""
"b589ef6484772f66c29b17bbe62d46e07e788be63b0dc07c018d329f47f7228e","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1736305218","""hitchmap.com : Good spot , lot of cars but many people se till going around . Sometimes many scooters beside the road don’t let drivers see you . But still a nice spot """
"95057ef0f0c5f81ed50aadadfd8c7229a7215a63ca73dcff12e8de138008a0c9","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1736305210","""hitchmap.com solesia: sunday noon, about 1 car per minute volume. got the 4th car."""
"98c13838eeeec5d645ea1b7909f7795ad9d5e4990c512e69208ee9d975819efd","53055ee011e96a00a705b38253b9cbc6614ccbd37df4dad42ec69bbe608c4209","1736305202","""hitchmap.com Kieranmurray1230: Perfect spot for heading south (Pre Bypass). The cars are going slow for the last roundabout out of Coffs and there’s heaps of space near the Cunningham banana place for them to pull over. \r\n\r\nTook maybe 5-10 minutes TOPS\r\n\r\nHad a big cardbord sign for Newcastle. Probably best spot current out of Coffs. """
